km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age
50000,Petrol,Individual,Manual,Second Owner,18,1061,67,5,13
80000,Petrol,Individual,Manual,Second Owner,15,1196,73,5,9
15000,Petrol,Individual,Manual,First Owner,17,1198,108,5,4
1303,Petrol,Dealer,Manual,First Owner,17,1198,86,5,3
31800,Diesel,Dealer,Automatic,First Owner,17,1968,188,5,4
20000,Petrol,Dealer,Automatic,First Owner,22,2487,214,5,3
45000,Diesel,Dealer,Automatic,First Owner,19,1999,177,5,5
17000,Petrol,Individual,Automatic,First Owner,9,3604,280,5,5
4295,Petrol,Trustmark Dealer,Manual,First Owner,17,1496,105,5,4
5229,Petrol,Trustmark Dealer,Manual,First Owner,17,1496,105,5,4
4701,Petrol,Trustmark Dealer,Manual,First Owner,20,1197,81,5,3
6757,Petrol,Trustmark Dealer,Manual,First Owner,21,1197,81,5,6
28182,Petrol,Trustmark Dealer,Automatic,First Owner,14,1598,103,5,6
11533,Petrol,Trustmark Dealer,Manual,First Owner,14,1498,104,5,3
11688,Petrol,Trustmark Dealer,Manual,First Owner,17,1497,117,5,5
68089,Petrol,Trustmark Dealer,Automatic,First Owner,19,2494,157,5,6
57728,Petrol,Trustmark Dealer,Automatic,First Owner,14,1794,138,5,10
23712,Diesel,Trustmark Dealer,Manual,First Owner,28,1248,88,5,4
70670,Petrol,Trustmark Dealer,Automatic,First Owner,16,1499,110,5,7
43381,Petrol,Dealer,Manual,Second Owner,22,796,47,5,8
79011,Petrol,Trustmark Dealer,Automatic,First Owner,18,1497,117,5,8
56494,Petrol,Trustmark Dealer,Manual,First Owner,18,1199,88,5,6
50000,Diesel,Individual,Manual,Second Owner,21,1248,88,5,8
40000,Petrol,Individual,Manual,First Owner,18,998,67,5,11
10000,Petrol,Individual,Manual,First Owner,18,1197,81,5,4
35000,Diesel,Individual,Manual,First Owner,16,2498,105,6,5
58500,Petrol,Individual,Manual,First Owner,18,1197,85,5,7
20000,Petrol,Individual,Manual,First Owner,21,1197,83,5,4
43500,Petrol,Individual,Manual,Second Owner,18,1198,75,5,11
30000,Diesel,Individual,Manual,First Owner,17,2179,153,7,4
63000,Diesel,Individual,Manual,First Owner,22,1498,98,5,7
35000,Diesel,Individual,Manual,First Owner,15,2523,62,7,6
110000,Diesel,Individual,Manual,Second Owner,19,1396,69,5,10
25000,Diesel,Individual,Manual,First Owner,17,2179,153,7,4
30000,Petrol,Individual,Automatic,First Owner,17,1197,81,5,5
50000,Diesel,Individual,Manual,First Owner,15,2523,62,7,10
35000,Diesel,Individual,Manual,First Owner,17,1497,121,8,4
30000,Petrol,Individual,Manual,First Owner,23,999,67,5,4
56000,Petrol,Individual,Manual,First Owner,17,1497,117,5,8
12700,Petrol,Individual,Manual,First Owner,20,998,67,5,5
35000,Diesel,Individual,Manual,First Owner,21,1497,108,5,4
30000,Petrol,Individual,Manual,First Owner,19,1197,82,5,5
120000,Diesel,Individual,Manual,First Owner,12,2179,120,9,10
100000,Diesel,Individual,Manual,First Owner,14,2179,147,7,5
34000,Petrol,Individual,Manual,First Owner,25,799,53,5,5
56000,Diesel,Individual,Manual,First Owner,13,2489,95,8,11
90000,Petrol,Individual,Manual,First Owner,19,1086,68,5,14
65000,Petrol,Individual,Manual,Second Owner,17,1086,62,5,12
80000,Diesel,Individual,Manual,First Owner,13,2179,138,7,11
90000,Diesel,Individual,Manual,Third Owner,12,2179,120,8,10
40000,Petrol,Individual,Manual,First Owner,23,998,67,5,7
58000,Diesel,Individual,Manual,First Owner,19,1582,126,5,6
19100,Petrol,Individual,Manual,First Owner,19,1194,94,5,4
25000,Petrol,Individual,Manual,First Owner,19,1462,103,7,4
49455,Petrol,Individual,Manual,First Owner,19,796,46,5,17
100000,Petrol,Individual,Manual,First Owner,21,814,55,5,6
120000,Diesel,Individual,Manual,First Owner,22,1248,74,5,9
90000,Petrol,Individual,Manual,Fourth & Above Owner,17,1197,80,5,12
46815,Diesel,Individual,Manual,Second Owner,22,1248,76,5,9
110000,Diesel,Individual,Manual,First Owner,19,1405,70,5,9
80000,Petrol,Individual,Manual,First Owner,21,814,55,5,7
100000,Diesel,Individual,Manual,Third Owner,20,1248,88,7,9
80000,Petrol,Individual,Manual,First Owner,20,998,67,5,8
40000,Petrol,Individual,Manual,First Owner,20,1197,81,5,4
70000,Petrol,Individual,Manual,Third Owner,23,998,67,5,7
80000,Diesel,Individual,Manual,First Owner,17,1405,71,5,11
40000,Petrol,Individual,Manual,First Owner,22,796,47,5,8
80000,Diesel,Individual,Manual,First Owner,17,1405,71,5,11
60000,Petrol,Individual,Manual,Second Owner,18,1198,75,5,11
50000,Petrol,Individual,Manual,First Owner,18,1197,81,5,5
30000,Diesel,Individual,Manual,First Owner,22,1396,88,5,6
25000,Petrol,Individual,Manual,First Owner,18,1197,82,5,5
334000,Diesel,Individual,Manual,First Owner,12,2494,102,7,12
100000,Diesel,Individual,Manual,First Owner,17,1493,100,7,6
175000,Diesel,Individual,Manual,First Owner,19,1461,108,5,8
65000,Petrol,Individual,Automatic,Third Owner,12,1586,103,5,11
65000,Petrol,Individual,Automatic,Third Owner,12,1586,103,5,11
90000,Petrol,Individual,Manual,First Owner,17,1086,62,5,13
80000,Diesel,Individual,Manual,Second Owner,20,1399,68,5,11
110000,Diesel,Individual,Manual,First Owner,16,2179,140,7,4
60000,Petrol,Individual,Automatic,Third Owner,20,1339,108,5,14
160000,Diesel,Individual,Manual,First Owner,14,2489,93,7,8
100875,Diesel,Individual,Automatic,First Owner,11,2179,120,8,12
20000,Petrol,Individual,Manual,First Owner,21,1197,83,5,4
30000,Petrol,Individual,Manual,First Owner,20,1197,83,5,6
118000,Diesel,Individual,Manual,First Owner,24,1120,70,5,9
69000,Diesel,Individual,Manual,Third Owner,22,1582,126,5,9
25000,Petrol,Individual,Manual,Second Owner,20,1197,83,5,7
100000,Petrol,Individual,Automatic,First Owner,16,1197,81,5,7
110000,Diesel,Individual,Manual,First Owner,26,1248,74,5,7
60000,Diesel,Individual,Manual,Third Owner,20,1461,83,5,7
128000,Petrol,Individual,Manual,First Owner,0,1086,62,5,14
120000,Diesel,Individual,Manual,First Owner,27,1047,69,5,5
5000,Petrol,Individual,Automatic,First Owner,20,1197,81,5,2
90000,Petrol,Individual,Manual,Second Owner,20,1197,78,5,13
90000,Diesel,Individual,Manual,First Owner,19,1582,126,5,5
144030,Petrol,Individual,Manual,First Owner,12,2354,177,5,10
200000,Diesel,Individual,Manual,First Owner,25,1498,98,5,8
29000,Petrol,Individual,Manual,First Owner,18,1197,81,5,6
90000,LPG,Individual,Manual,Second Owner,17,1061,57,5,15
176000,Diesel,Individual,Manual,Second Owner,17,1461,66,5,13
150000,Diesel,Individual,Manual,First Owner,19,1396,69,5,9
90000,Petrol,Individual,Manual,First Owner,16,796,34,8,6
70000,Petrol,Individual,Manual,Second Owner,15,1598,103,5,8
99000,Diesel,Individual,Manual,Second Owner,19,1461,65,5,15
5000,Petrol,Individual,Manual,First Owner,23,1199,84,5,4
90000,Diesel,Individual,Manual,Fourth & Above Owner,16,1991,123,5,14
89000,Diesel,Individual,Manual,Second Owner,21,1248,73,5,11
88000,Diesel,Individual,Manual,Second Owner,16,1405,62,5,16
30000,Diesel,Individual,Manual,First Owner,26,1248,74,5,7
50000,Diesel,Individual,Automatic,Second Owner,26,1248,74,5,6
80000,Diesel,Individual,Manual,First Owner,23,1248,74,5,9
40000,Diesel,Individual,Manual,First Owner,22,1396,88,5,6
110000,Diesel,Individual,Manual,Third Owner,20,1248,88,7,7
48000,Diesel,Individual,Manual,Second Owner,19,1582,126,5,7
97000,Diesel,Individual,Automatic,First Owner,16,1968,138,5,6
60000,Diesel,Individual,Automatic,First Owner,22,1498,108,5,6
110000,Diesel,Individual,Automatic,Third Owner,0,2987,165,5,11
12800,Petrol,Individual,Automatic,First Owner,17,1496,105,5,4
40000,Petrol,Individual,Manual,First Owner,21,814,55,5,10
49000,Diesel,Individual,Manual,First Owner,28,1248,74,5,5
25000,Petrol,Individual,Manual,First Owner,18,1197,85,5,8
65000,Petrol,Individual,Manual,Second Owner,22,796,47,5,6
20000,Diesel,Individual,Manual,First Owner,20,1248,91,5,7
17000,Petrol,Individual,Manual,First Owner,18,999,75,5,4
15000,Diesel,Individual,Manual,First Owner,23,1248,88,5,7
120000,Diesel,Individual,Manual,Second Owner,23,1364,67,5,8
49000,Petrol,Individual,Manual,First Owner,18,1197,80,5,12
29000,Petrol,Individual,Manual,First Owner,18,1197,81,5,6
55000,Diesel,Individual,Automatic,First Owner,19,1461,108,5,5
5000,Diesel,Individual,Manual,First Owner,17,1497,121,7,3
35000,Diesel,Individual,Manual,First Owner,21,1497,108,5,5
5000,Petrol,Individual,Manual,Second Owner,20,1198,67,5,4
60000,Diesel,Individual,Manual,First Owner,22,1498,98,5,5
70000,Petrol,Individual,Manual,First Owner,20,1197,83,5,5
120000,Diesel,Individual,Manual,Second Owner,16,1493,110,5,14
65100,Diesel,Individual,Manual,Second Owner,18,1493,100,7,6
20000,Petrol,Individual,Automatic,First Owner,20,1197,81,5,3
108000,Diesel,Individual,Manual,First Owner,21,1396,88,5,7
15000,Petrol,Individual,Manual,First Owner,21,1197,81,5,3
77000,Petrol,Individual,Manual,First Owner,17,1086,62,5,13
18500,Petrol,Individual,Manual,First Owner,20,998,67,5,7
120000,Diesel,Individual,Manual,First Owner,18,1493,100,7,6
15200,Petrol,Individual,Manual,First Owner,25,799,53,5,7
35000,Petrol,Individual,Manual,First Owner,17,1497,117,7,7
80000,Diesel,Individual,Manual,First Owner,22,1582,126,5,11
70000,Petrol,Individual,Manual,First Owner,21,814,55,5,9
80000,Diesel,Individual,Manual,Second Owner,15,2179,140,7,8
120000,Diesel,Individual,Manual,Second Owner,19,1461,108,5,8
82000,Diesel,Individual,Manual,Third Owner,17,1998,163,5,10
9000,Diesel,Dealer,Automatic,First Owner,13,1999,177,5,5
20000,Petrol,Dealer,Automatic,First Owner,22,2487,214,5,3
45000,Diesel,Dealer,Automatic,First Owner,19,1999,177,5,5
110000,Diesel,Individual,Manual,First Owner,14,2179,147,7,7
20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5,3
68089,Petrol,Trustmark Dealer,Automatic,First Owner,19,2494,157,5,6
58343,Petrol,Trustmark Dealer,Manual,First Owner,21,998,67,5,9
38817,Diesel,Dealer,Manual,First Owner,27,1248,74,5,4
56494,Petrol,Trustmark Dealer,Manual,First Owner,18,1199,88,5,6
79328,Diesel,Trustmark Dealer,Manual,Second Owner,12,2494,100,7,9
5621,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81,5,3
25538,Petrol,Trustmark Dealer,Manual,First Owner,16,1496,88,5,5
69779,Petrol,Dealer,Automatic,First Owner,22,1197,81,5,4
56290,Diesel,Dealer,Manual,First Owner,24,1186,73,5,5
7500,Diesel,Dealer,Automatic,First Owner,16,1995,190,5,3
8500,Diesel,Dealer,Automatic,First Owner,16,1995,190,5,3
7032,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88,5,3
11000,Petrol,Dealer,Automatic,First Owner,14,1598,103,5,6
2000,Diesel,Dealer,Automatic,First Owner,16,1984,150,5,4
60000,Petrol,Individual,Automatic,Second Owner,16,1497,118,5,12
50000,Petrol,Individual,Manual,First Owner,17,1197,78,5,5
70000,Diesel,Individual,Manual,First Owner,20,1399,68,5,11
70000,Diesel,Individual,Manual,First Owner,25,1498,98,5,5
90000,Diesel,Individual,Manual,Third Owner,23,1396,90,5,11
70000,Diesel,Individual,Manual,Second Owner,24,1248,88,7,6
50000,Petrol,Individual,Manual,First Owner,22,796,47,5,8
120000,Petrol,Individual,Manual,Second Owner,19,796,35,8,10
5000,Petrol,Individual,Manual,First Owner,17,1197,81,5,3
25000,Diesel,Individual,Manual,First Owner,17,2179,147,7,4
80000,Diesel,Individual,Manual,Third Owner,12,2179,120,7,13
25000,Petrol,Individual,Manual,First Owner,18,1197,82,5,5
15000,Diesel,Individual,Manual,First Owner,22,1248,74,5,3
35000,Petrol,Individual,Manual,Second Owner,20,998,67,5,11
80000,Petrol,Individual,Manual,Second Owner,19,796,46,5,14
25000,Diesel,Individual,Manual,First Owner,21,1497,108,5,5
52000,Diesel,Individual,Manual,First Owner,21,1498,108,5,5
52000,Diesel,Individual,Manual,First Owner,21,1498,108,5,5
80000,Diesel,Individual,Manual,First Owner,25,1198,77,6,6
50000,Diesel,Individual,Automatic,First Owner,15,2755,174,7,5
127000,Diesel,Individual,Manual,First Owner,28,1248,74,5,5
30000,Petrol,Individual,Manual,First Owner,17,1199,88,5,5
70000,Diesel,Individual,Manual,First Owner,24,1248,88,7,5
54000,Diesel,Individual,Manual,First Owner,16,2179,140,7,5
120000,Diesel,Individual,Manual,Second Owner,10,2835,116,6,11
116500,Diesel,Individual,Manual,First Owner,23,1396,90,5,11
145000,Diesel,Individual,Manual,Second Owner,12,2494,100,8,10
120000,Petrol,Individual,Manual,First Owner,18,1197,82,5,10
120000,Diesel,Individual,Manual,First Owner,13,2179,138,7,11
80000,Diesel,Individual,Manual,First Owner,25,1498,99,5,6
140000,Petrol,Individual,Manual,First Owner,16,1373,93,7,9
100000,Petrol,Individual,Manual,Fourth & Above Owner,13,1599,103,5,14
100000,Petrol,Individual,Manual,First Owner,20,1197,81,5,3
168000,Diesel,Individual,Manual,Second Owner,12,2494,102,8,11
120000,Diesel,Individual,Manual,Third Owner,18,1991,147,5,12
145000,Diesel,Individual,Manual,Second Owner,23,1364,67,5,6
90000,Diesel,Individual,Manual,Second Owner,20,1399,68,5,11
90000,Petrol,Individual,Manual,First Owner,20,1197,81,5,3
80000,Diesel,Individual,Manual,First Owner,17,1956,170,5,4
33000,Petrol,Dealer,Manual,First Owner,19,1194,94,5,3
13500,Petrol,Individual,Manual,First Owner,18,1199,82,5,8
80000,Diesel,Individual,Manual,First Owner,17,1405,70,5,10
20000,Petrol,Individual,Manual,First Owner,18,1197,81,5,5
58000,Diesel,Individual,Manual,First Owner,23,1248,74,5,9
40000,Petrol,Individual,Manual,First Owner,21,814,55,5,9
30000,Petrol,Individual,Manual,First Owner,17,1497,117,5,7
50000,Petrol,Individual,Manual,Second Owner,16,796,37,4,22
73000,Diesel,Individual,Manual,First Owner,25,1498,99,5,6
90000,Diesel,Individual,Manual,Second Owner,23,1248,73,5,8
50000,Petrol,Individual,Manual,Second Owner,20,998,67,5,7
80000,Diesel,Individual,Manual,Third Owner,22,1582,126,5,11
70000,Diesel,Individual,Manual,Second Owner,21,1396,90,5,11
41000,Petrol,Individual,Manual,First Owner,18,995,62,5,11
50000,Petrol,Individual,Manual,Fourth & Above Owner,16,1198,73,5,9
113226,Diesel,Dealer,Manual,First Owner,19,1399,67,5,8
90000,Diesel,Individual,Manual,Second Owner,20,1399,68,5,9
160500,Diesel,Individual,Manual,Fourth & Above Owner,13,2179,115,5,12
30000,Petrol,Individual,Automatic,First Owner,19,1373,91,5,7
132000,Diesel,Individual,Manual,Second Owner,19,1461,108,5,8
120000,Diesel,Individual,Manual,Third Owner,22,1248,74,5,9
80000,Petrol,Individual,Manual,Second Owner,16,1599,103,5,11
57000,Diesel,Individual,Manual,Second Owner,15,1997,120,7,7
5000,Petrol,Individual,Manual,First Owner,22,1197,81,5,4
25000,Petrol,Individual,Manual,First Owner,17,1591,121,5,6
80000,Diesel,Individual,Manual,Second Owner,19,1582,126,5,7
88000,Diesel,Individual,Manual,Third Owner,16,1991,123,5,11
217000,Diesel,Individual,Manual,Second Owner,12,2494,100,7,8
60000,Petrol,Individual,Manual,First Owner,20,1198,67,7,7
43000,Petrol,Individual,Manual,First Owner,20,1197,83,5,5
77000,Diesel,Individual,Automatic,Second Owner,21,1498,103,5,8
30000,Petrol,Individual,Manual,First Owner,25,799,53,5,6
40000,Petrol,Individual,Manual,Second Owner,22,796,47,5,7
139000,Diesel,Individual,Manual,Second Owner,18,1248,73,8,8
80000,Petrol,Individual,Manual,First Owner,18,1197,82,5,6
76000,Diesel,Individual,Manual,Second Owner,25,936,56,5,8
3500,Petrol,Individual,Manual,First Owner,18,1197,81,5,3
62000,Petrol,Individual,Manual,Second Owner,16,796,37,4,15
110000,Petrol,Individual,Manual,Second Owner,12,2092,127,7,15
40000,Petrol,Individual,Manual,Second Owner,16,995,62,5,10
1500000,Diesel,Individual,Manual,First Owner,15,2179,140,7,10
70000,Petrol,Individual,Manual,Third Owner,19,796,46,5,11
77000,Diesel,Individual,Manual,Second Owner,19,1248,73,5,10
110000,Petrol,Individual,Manual,Second Owner,18,995,62,5,11
20000,Petrol,Individual,Manual,First Owner,20,998,67,5,6
120005,Diesel,Individual,Automatic,Second Owner,11,2987,198,5,17
16830,Petrol,Individual,Manual,First Owner,20,998,67,5,10
70000,Diesel,Individual,Manual,First Owner,15,2523,63,9,9
38000,Petrol,Individual,Manual,First Owner,23,999,67,5,5
80000,Diesel,Individual,Manual,First Owner,15,2523,63,9,9
50000,Diesel,Individual,Manual,First Owner,14,2755,174,7,4
50000,Diesel,Individual,Manual,First Owner,17,1396,52,5,15
52000,Diesel,Individual,Manual,First Owner,17,1493,100,7,9
50000,Diesel,Individual,Manual,First Owner,17,1405,70,5,10
30000,Petrol,Individual,Manual,First Owner,21,814,55,5,6
103000,Diesel,Individual,Manual,First Owner,15,2523,62,7,8
93468,Diesel,Individual,Automatic,Second Owner,11,2953,153,7,11
20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5,3
80000,Petrol,Individual,Manual,Second Owner,14,1595,102,5,12
12000,Diesel,Individual,Automatic,First Owner,10,3198,197,7,4
70000,Diesel,Individual,Manual,First Owner,25,1396,69,5,9
4500,Petrol,Individual,Manual,First Owner,19,1199,88,5,3
35000,Diesel,Individual,Manual,First Owner,23,1396,69,5,10
60000,Diesel,Individual,Automatic,First Owner,15,2755,174,7,4
30000,Diesel,Individual,Manual,First Owner,16,1997,140,7,4
40000,Petrol,Individual,Automatic,First Owner,17,1499,110,5,7
70000,Diesel,Individual,Manual,First Owner,19,1248,90,5,11
120000,Diesel,Individual,Manual,First Owner,21,1248,88,5,12
120000,Diesel,Individual,Manual,Second Owner,12,2179,120,8,14
90000,Diesel,Individual,Manual,First Owner,23,1396,69,5,10
35000,Diesel,Individual,Manual,Second Owner,23,1396,69,5,10
30000,Petrol,Individual,Manual,First Owner,16,796,34,8,4
70000,Diesel,Individual,Manual,First Owner,21,1396,88,5,4
60000,Diesel,Individual,Manual,First Owner,21,1248,88,5,10
70000,Diesel,Individual,Manual,First Owner,25,1396,69,5,9
6000,Petrol,Individual,Manual,First Owner,18,1197,81,5,4
20000,Petrol,Individual,Manual,First Owner,20,1197,81,5,6
70000,Diesel,Individual,Manual,First Owner,19,1405,69,5,5
65000,Petrol,Individual,Manual,First Owner,17,1497,117,5,6
25000,Petrol,Individual,Manual,First Owner,23,1199,84,5,5
10000,Petrol,Individual,Manual,First Owner,15,1196,73,5,3
35000,Petrol,Individual,Manual,Fourth & Above Owner,16,796,37,4,19
80000,Petrol,Individual,Automatic,Second Owner,11,2496,179,5,8
63000,Petrol,Individual,Manual,First Owner,18,1199,79,5,12
100000,Diesel,Individual,Manual,First Owner,16,1405,62,5,14
1303,Petrol,Dealer,Manual,First Owner,17,1198,86,5,3
31800,Diesel,Dealer,Automatic,First Owner,17,1968,188,5,4
20000,Petrol,Dealer,Automatic,First Owner,22,2487,214,5,3
45000,Diesel,Dealer,Automatic,First Owner,19,1999,177,5,5
17000,Petrol,Individual,Automatic,First Owner,9,3604,280,5,5
4295,Petrol,Trustmark Dealer,Manual,First Owner,17,1496,105,5,4
5229,Petrol,Trustmark Dealer,Manual,First Owner,17,1496,105,5,4
68089,Petrol,Trustmark Dealer,Automatic,First Owner,19,2494,157,5,6
23712,Diesel,Trustmark Dealer,Manual,First Owner,28,1248,88,5,4
56494,Petrol,Trustmark Dealer,Manual,First Owner,18,1199,88,5,6
16589,Petrol,Trustmark Dealer,Manual,First Owner,20,998,67,5,4
79328,Diesel,Trustmark Dealer,Manual,Second Owner,12,2494,100,7,9
53201,Petrol,Trustmark Dealer,Manual,Second Owner,17,1497,117,5,6
25272,Petrol,Trustmark Dealer,Manual,First Owner,21,1197,81,5,5
53619,Diesel,Trustmark Dealer,Manual,First Owner,24,1248,88,5,5
7500,Diesel,Dealer,Automatic,First Owner,16,1995,190,5,3
8500,Diesel,Dealer,Automatic,First Owner,16,1995,190,5,3
7032,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88,5,3
6001,Petrol,Dealer,Manual,First Owner,15,1496,120,5,4
80000,Diesel,Individual,Manual,First Owner,19,1405,69,5,9
12000,Diesel,Individual,Manual,First Owner,19,1461,108,5,4
25000,Petrol,Individual,Manual,First Owner,17,1497,121,5,5
40000,Diesel,Individual,Manual,Second Owner,22,1396,88,5,5
130000,Diesel,Individual,Manual,Third Owner,17,1248,75,5,12
202000,Diesel,Individual,Manual,First Owner,17,1968,138,5,11
40000,Diesel,Individual,Manual,First Owner,28,1248,88,5,4
70000,Petrol,Individual,Manual,Fourth & Above Owner,17,993,60,5,22
120000,Petrol,Individual,Manual,Second Owner,17,1497,78,5,14
60000,Diesel,Individual,Manual,First Owner,26,1248,74,5,7
60000,Petrol,Individual,Manual,First Owner,19,998,67,5,13
60000,Petrol,Individual,Manual,Second Owner,19,796,46,5,18
78000,Diesel,Individual,Manual,First Owner,27,1248,74,5,6
80000,Diesel,Individual,Manual,Second Owner,20,1461,83,5,9
120000,Petrol,Individual,Manual,Fourth & Above Owner,19,796,46,5,16
90000,Petrol,Individual,Manual,Fourth & Above Owner,16,796,37,4,19
100000,Petrol,Individual,Manual,Second Owner,19,796,46,5,16
70000,Petrol,Individual,Manual,Fourth & Above Owner,19,796,46,5,13
160000,Diesel,Individual,Manual,Third Owner,13,1493,82,5,18
120000,Diesel,Individual,Manual,Third Owner,10,2179,120,8,16
100000,Diesel,Individual,Manual,Third Owner,13,1493,82,5,17
60000,Diesel,Individual,Manual,Second Owner,20,1248,88,7,9
135000,Diesel,Individual,Manual,Third Owner,18,1991,147,5,12
90000,Petrol,Individual,Manual,First Owner,20,1197,81,5,6
75000,Diesel,Individual,Manual,Second Owner,22,1199,73,5,9
185000,Diesel,Individual,Manual,Second Owner,11,2494,100,7,17
71717,Petrol,Individual,Automatic,Second Owner,19,1198,76,5,7
150000,Diesel,Individual,Automatic,Second Owner,11,2179,120,8,11
55000,Diesel,Individual,Manual,First Owner,26,1248,74,5,6
90000,Petrol,Individual,Manual,Second Owner,15,1596,99,5,10
35000,Petrol,Individual,Manual,First Owner,23,999,67,5,4
120000,Diesel,Individual,Manual,Second Owner,12,2982,168,7,7
100000,LPG,Individual,Manual,Second Owner,13,1086,62,5,11
40000,Petrol,Individual,Automatic,Third Owner,12,1799,130,5,13
100000,Diesel,Individual,Manual,First Owner,13,2489,95,8,12
120000,Diesel,Individual,Manual,First Owner,14,2179,147,5,6
60000,Petrol,Individual,Manual,First Owner,19,998,67,5,8
2000,Diesel,Individual,Manual,First Owner,15,2523,63,9,3
100000,Diesel,Individual,Manual,First Owner,14,2523,75,8,10
110000,Diesel,Individual,Manual,First Owner,14,2489,93,7,7
90000,Diesel,Individual,Manual,Second Owner,13,2179,138,7,13
84321,Diesel,Individual,Manual,First Owner,23,1396,70,5,11
177000,Diesel,Individual,Manual,First Owner,15,2179,140,7,9
60000,Diesel,Individual,Manual,First Owner,18,1248,75,5,12
205000,Diesel,Individual,Manual,Second Owner,19,1396,69,5,14
70000,Petrol,Individual,Manual,Second Owner,20,1197,78,5,14
126000,Diesel,Individual,Manual,Second Owner,19,1461,108,5,9
120000,Diesel,Individual,Automatic,Second Owner,10,3198,197,7,6
70000,Diesel,Individual,Manual,First Owner,19,1405,70,5,7
82000,Diesel,Individual,Manual,First Owner,18,1493,100,7,5
110000,Petrol,Individual,Manual,Third Owner,16,796,37,4,18
45000,Petrol,Individual,Manual,Second Owner,20,1197,83,5,7
70000,Diesel,Individual,Manual,Second Owner,21,1461,84,5,10
80000,Diesel,Individual,Manual,Second Owner,20,1461,83,5,7
45000,Diesel,Individual,Manual,First Owner,15,2179,120,7,5
60000,Petrol,Individual,Manual,First Owner,20,998,68,5,5
41800,Petrol,Individual,Manual,First Owner,18,1197,85,5,9
50000,Diesel,Individual,Manual,Second Owner,28,1248,74,5,5
40000,Diesel,Individual,Manual,First Owner,20,1399,68,5,10
96000,Petrol,Individual,Manual,Second Owner,18,1061,67,5,13
117000,Diesel,Individual,Manual,First Owner,14,2498,112,8,10
110000,Petrol,Individual,Manual,Second Owner,19,1086,68,5,11
100000,Diesel,Individual,Manual,Second Owner,25,1498,98,5,8
88700,Petrol,Individual,Manual,Third Owner,19,796,46,5,15
70000,Petrol,Individual,Manual,Second Owner,16,1498,97,5,10
110000,Petrol,Individual,Manual,Second Owner,17,1061,64,5,12
15000,Petrol,Individual,Manual,First Owner,22,796,47,5,6
80000,Diesel,Individual,Manual,Second Owner,20,1461,65,5,10
50000,Petrol,Individual,Manual,First Owner,18,1197,85,5,8
15000,Petrol,Individual,Manual,First Owner,21,814,55,5,4
25000,Petrol,Individual,Manual,First Owner,22,799,53,5,5
57000,Diesel,Individual,Manual,Second Owner,21,1461,64,5,11
75000,Diesel,Individual,Manual,First Owner,15,2523,62,7,10
26000,Petrol,Individual,Manual,First Owner,15,1196,73,5,9
160000,Diesel,Individual,Manual,First Owner,24,1120,71,5,7
26000,Petrol,Individual,Manual,First Owner,15,1196,73,5,9
120000,Petrol,Individual,Manual,Second Owner,19,796,46,5,12
50000,Petrol,Individual,Manual,Second Owner,19,796,46,5,8
40000,Petrol,Individual,Manual,First Owner,19,796,46,5,10
28000,Petrol,Individual,Manual,First Owner,17,1497,117,5,5
50000,Diesel,Individual,Manual,First Owner,28,1248,74,5,4
90000,Diesel,Individual,Manual,First Owner,20,1248,88,7,8
40000,Diesel,Individual,Manual,First Owner,24,1396,88,5,6
113000,Diesel,Individual,Manual,First Owner,25,1498,99,5,5
188000,Diesel,Individual,Manual,Second Owner,17,1248,75,5,11
100000,Diesel,Individual,Manual,First Owner,20,1399,68,5,11
225000,Diesel,Individual,Manual,Third Owner,14,1948,90,9,12
67000,Diesel,Individual,Manual,Second Owner,18,1493,100,7,5
70000,Diesel,Individual,Manual,Fourth & Above Owner,25,936,57,5,11
50000,Petrol,Individual,Manual,First Owner,14,1798,138,5,7
60000,Diesel,Individual,Automatic,First Owner,16,2179,187,5,9
34000,Diesel,Individual,Automatic,First Owner,22,1498,108,5,5
110000,Petrol,Individual,Manual,Third Owner,12,1493,100,5,18
140000,Petrol,Individual,Manual,Second Owner,18,998,67,5,17
100000,Petrol,Individual,Manual,Second Owner,16,1497,116,5,10
10000,Petrol,Individual,Automatic,First Owner,18,1197,81,5,5
30000,Petrol,Individual,Manual,First Owner,21,998,67,5,4
22000,Diesel,Dealer,Automatic,First Owner,15,1968,174,5,5
5500,Diesel,Dealer,Manual,First Owner,26,1597,118,5,2
18000,Diesel,Dealer,Automatic,First Owner,19,1998,190,5,4
20000,Diesel,Dealer,Automatic,First Owner,11,2755,171,8,4
7000,Petrol,Dealer,Manual,First Owner,20,1086,68,5,4
20000,Diesel,Dealer,Manual,First Owner,17,2596,80,5,4
4875,Petrol,Dealer,Manual,First Owner,21,998,67,5,3
2700,Diesel,Dealer,Automatic,First Owner,17,1582,126,5,2
58511,Diesel,Dealer,Manual,First Owner,24,1248,88,5,4
105000,Diesel,Dealer,Manual,First Owner,25,1498,99,5,7
26235,Diesel,Dealer,Manual,First Owner,16,2498,105,6,4
26766,Diesel,Dealer,Manual,First Owner,21,1497,108,5,5
1600,Petrol,Dealer,Automatic,First Owner,13,1451,141,5,2
46000,Diesel,Dealer,Manual,First Owner,15,2148,170,5,4
